FFT-Momentaufnahme #1	FFT-Momentaufnahme #1	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung
		103.900	99.15	99.25	-0.10	-1.225	7.304	90.321	-0.0293	0.174	2.156	24.9
		103.920				-1.060	8.954	71.668	-0.0253	0.214	1.711	
		103.940				-0.867	10.171	50.069	-0.0207	0.243	1.195	
		103.950	99.41	99.25	0.16							
		103.960				-0.653	10.956	28.471	-0.0156	0.262	0.680	
		103.980				-0.429	11.310	1.963	-0.0102	0.270	0.047	
		104.000	99.77	99.25	0.52	-0.201	11.035	-31.416	-0.0048	0.263	-0.750	24.9
		104.020				0.013	10.053	-60.868	3.0000E-4	0.240	-1.453	
		104.040				0.201	8.600	-83.449	0.0048	0.205	-1.992	
		104.050	99.75	99.26	0.49							
		104.060				0.357	6.715	-106.029	0.0085	0.160	-2.531	
		104.080				0.470	4.359	-123.700	0.0112	0.104	-2.953	
		104.100	99.37	99.25	0.11	0.531	1.767	-134.500	0.0127	0.042	-3.211	24.9
		104.120				0.540	-1.021	-141.372	0.0129	-0.024	-3.375	
		104.140				0.490	-3.888	-137.445	0.0117	-0.093	-3.281	
		104.150	99.09	99.25	-0.16							
		104.160				0.385	-6.519	-121.737	0.0092	-0.156	-2.906	
		104.180				0.229	-8.757	-97.193	0.0055	-0.209	-2.320	
		104.200	98.80	99.25	-0.46	0.035	-10.407	-66.759	8.2500E-4	-0.248	-1.594	24.9
		104.220				-0.187	-11.428	-34.361	-0.0045	-0.273	-0.820	
		104.240				-0.423	-11.781	-1.963	-0.0101	-0.281	-0.047	
		104.250	98.60	99.25	-0.66							
		104.260				-0.658	-11.506	31.416	-0.0157	-0.275	0.750	
		104.280				-0.883	-10.524	61.850	-0.0211	-0.251	1.477	
		104.300	98.54	99.25	-0.71	-1.079	-9.032	82.467	-0.0258	-0.216	1.969	24.9
		104.320				-1.244	-7.226	99.157	-0.0297	-0.172	2.367	
		104.340				-1.368	-5.066	110.938	-0.0327	-0.121	2.648	
		104.350	98.66	99.26	-0.60							
		104.360				-1.447	-2.788	112.901	-0.0345	-0.067	2.695	
		104.380				-1.480	-0.550	114.865	-0.0353	-0.013	2.742	
		104.400	98.93	99.25	-0.32	-1.469	1.806	116.828	-0.0351	0.043	2.789	24.9
		104.420				-1.407	4.123	110.938	-0.0336	0.098	2.648	
		104.440				-1.304	6.244	100.138	-0.0311	0.149	2.391	
		104.450	99.11	99.26	-0.15							
		104.460				-1.158	8.129	84.430	-0.0276	0.194	2.016	
		104.480				-0.979	9.621	63.814	-0.0234	0.230	1.523	
		104.500	99.44	99.25	0.19	-0.773	10.681	39.270	-0.0185	0.255	0.937	24.9
		104.520				-0.551	11.192	13.744	-0.0132	0.267	0.328	
		104.540				-0.325	11.231	-11.781	-0.0078	0.268	-0.281	
		104.550	99.71	99.26	0.46							
		104.560				-0.102	10.721	-43.197	-0.0024	0.256	-1.031	
		104.580				0.104	9.503	-72.649	0.0025	0.227	-1.734	
		104.600	99.73	99.26	0.48	0.278	7.815	-96.211	0.0066	0.187	-2.297	24.9
		104.620				0.416	5.655	-117.810	0.0099	0.135	-2.812	
		104.640				0.504	3.102	-128.609	0.0120	0.074	-3.070	
		104.650	99.45	99.26	0.20							
		104.660				0.540	0.511	-133.518	0.0129	0.012	-3.187	
		104.680				0.525	-2.238	-139.408	0.0125	-0.053	-3.328	
		104.700	99.08	99.25	-0.18	0.451	-5.066	-132.536	0.0108	-0.121	-3.164	24.9
		104.720				0.322	-7.540	-110.938	0.0077	-0.180	-2.648	
		104.740				0.149	-9.503	-84.430	0.0036	-0.227	-2.016	
		104.750	98.87	99.26	-0.39							
		104.760				-0.058	-10.917	-53.014	-0.0014	-0.261	-1.266	
		104.780				-0.287	-11.624	-18.653	-0.0069	-0.277	-0.445	
		104.800	98.59	99.25	-0.67	-0.523	-11.663	12.763	-0.0125	-0.278	0.305	24.9
		104.820				-0.754	-11.113	42.215	-0.0180	-0.265	1.008	
		104.840				-0.968	-9.975	69.704	-0.0231	-0.238	1.664	
		104.850	98.53	99.25	-0.73							
		104.860				-1.153	-8.325	91.303	-0.0275	-0.199	2.180	
		104.880				-1.301	-6.322	104.065	-0.0311	-0.151	2.484	
		104.900	98.67	99.26	-0.59	-1.406	-4.163	111.919	-0.0336	-0.099	2.672	24.9
		104.920				-1.467	-1.846	114.865	-0.0350	-0.044	2.742	
		104.940				-1.480	0.432	114.865	-0.0353	0.010	2.742	
		104.950	98.87	99.25	-0.38							
		104.960				-1.450	2.749	114.865	-0.0346	0.066	2.742	
		104.980				-1.370	5.027	107.011	-0.0327	0.120	2.555	
		105.000	99.11	99.26	-0.14	-1.249	7.029	92.284	-0.0298	0.168	2.203	24.9
		105.020				-1.089	8.718	76.576	-0.0260	0.208	1.828	
		105.040				-0.900	10.092	58.905	-0.0215	0.241	1.406	
		105.050	99.36	99.26	0.11							
		105.060				-0.685	11.074	32.398	-0.0164	0.264	0.773	
		105.080				-0.457	11.388	1.963	-0.0109	0.272	0.047	
		105.100	99.73	99.25	0.47	-0.229	11.153	-27.489	-0.0055	0.266	-0.656	24.9
		105.120				-0.011	10.289	-56.941	-2.6250E-4	0.246	-1.359	
		105.140				0.182	8.875	-82.467	0.0043	0.212	-1.969	
		105.150	99.77	99.25	0.52							
		105.160				0.344	6.990	-107.011	0.0082	0.167	-2.555	
		105.180				0.462	4.595	-125.664	0.0110	0.110	-3.000	
		105.200	99.43	99.25	0.17	0.528	1.963	-134.500	0.0126	0.047	-3.211	24.9
		105.220				0.540	-0.785	-138.427	0.0129	-0.019	-3.305	
		105.240				0.496	-3.574	-135.481	0.0118	-0.085	-3.234	
		105.250	99.12	99.25	-0.13							
		105.260				0.397	-6.205	-123.700	0.0095	-0.148	-2.953	
		105.280				0.248	-8.522	-100.138	0.0059	-0.203	-2.391	
		105.300	98.84	99.25	-0.41	0.057	-10.210	-67.741	0.0013	-0.244	-1.617	24.9
		105.320				-0.160	-11.231	-37.306	-0.0038	-0.268	-0.891	
		105.340				-0.393	-11.702	-6.872	-0.0094	-0.279	-0.164	
		105.350	98.61	99.25	-0.65							
		105.360				-0.628	-11.506	26.507	-0.0150	-0.275	0.633	
		105.380				-0.853	-10.642	55.960	-0.0204	-0.254	1.336	
		105.400	98.53	99.25	-0.72	-1.054	-9.268	80.503	-0.0252	-0.221	1.922	24.9
		105.420				-1.224	-7.422	98.175	-0.0292	-0.177	2.344	
		105.440				-1.351	-5.341	107.011	-0.0323	-0.127	2.555	
		105.450	98.68	99.25	-0.57							
		105.460				-1.437	-3.142	110.938	-0.0343	-0.075	2.648	
		105.480				-1.477	-0.903	111.919	-0.0353	-0.022	2.672	
		105.500	98.88	99.25	-0.37	-1.473	1.335	114.865	-0.0352	0.032	2.742	24.9
		105.520				-1.423	3.691	113.883	-0.0340	0.088	2.719	
		105.540				-1.326	5.890	102.102	-0.0317	0.141	2.438	
		105.550	99.13	99.25	-0.13							
		105.560				-1.188	7.775	86.394	-0.0284	0.186	2.063	
		105.580				-1.015	9.346	69.704	-0.0242	0.223	1.664	
		105.600	99.38	99.25	0.13	-0.814	10.564	47.124	-0.0194	0.252	1.125	24.9
		105.620				-0.592	11.231	18.653	-0.0141	0.268	0.445	
		105.640				-0.364	11.310	-8.836	-0.0087	0.270	-0.211	
		105.650	99.74	99.25	0.49							
		105.660				-0.140	10.878	-37.306	-0.0033	0.260	-0.891	
		105.680				0.071	9.817	-67.741	0.0017	0.234	-1.617	
		105.700	99.76	99.25	0.51	0.253	8.168	-94.248	0.0060	0.195	-2.250	24.9
		105.720				0.397	6.048	-115.846	0.0095	0.144	-2.766	
		105.740				0.495	3.534	-128.609	0.0118	0.084	-3.070	
		105.750	99.40	99.25	0.15							
		105.760				0.539	0.903	-136.463	0.0129	0.022	-3.258	
		105.780				0.531	-1.924	-144.317	0.0127	-0.046	-3.445	
		105.800	99.11	99.26	-0.15	0.462	-4.869	-135.481	0.0110	-0.116	-3.234	24.9
		105.820				0.336	-7.343	-112.901	0.0080	-0.175	-2.695	
		105.840				0.168	-9.386	-88.357	0.0040	-0.224	-2.109	
		105.850	98.82	99.25	-0.43							
		105.860				-0.039	-10.878	-53.996	-9.3750E-4	-0.260	-1.289	
		105.880				-0.267	-11.545	-20.617	-0.0064	-0.276	-0.492	
		105.900	98.60	99.25	-0.65	-0.501	-11.702	7.854	-0.0120	-0.279	0.188	24.9
		105.920				-0.735	-11.231	41.233	-0.0176	-0.268	0.984	
		105.940				-0.950	-10.053	69.704	-0.0227	-0.240	1.664	
		105.950	98.54	99.25	-0.71							
		105.960				-1.137	-8.443	88.357	-0.0272	-0.202	2.109	
		105.980				-1.288	-6.519	103.084	-0.0308	-0.156	2.461	
		106.000	98.64	99.25	-0.61	-1.398	-4.320	110.938	-0.0334	-0.103	2.648	24.9
		106.020				-1.461	-2.081	110.938	-0.0349	-0.050	2.648	
		106.040				-1.481	0.118	112.901	-0.0354	0.003	2.695	
		106.050	98.90	99.25	-0.34							
		106.060				-1.456	2.435	114.865	-0.0348	0.058	2.742	
		106.080				-1.384	4.712	107.992	-0.0330	0.112	2.578	
		106.100	99.10	99.25	-0.15	-1.268	6.754	94.248	-0.0303	0.161	2.250	24.9
		106.120				-1.114	8.482	78.540	-0.0266	0.203	1.875	
		106.140				-0.928	9.896	58.905	-0.0222	0.236	1.406	
		106.150	99.41	99.25	0.16							
		106.160				-0.718	10.839	34.361	-0.0171	0.259	0.820	
		106.180				-0.495	11.270	9.817	-0.0118	0.269	0.234	
		106.200	99.70	99.25	0.45	-0.267	11.231	-19.635	-0.0064	0.268	-0.469	24.9
		106.220				-0.046	10.485	-52.033	-0.0011	0.250	-1.242	
		106.240				0.152	9.150	-78.540	0.0036	0.218	-1.875	
		106.250	99.75	99.25	0.50							
		106.260				0.320	7.343	-103.084	0.0076	0.175	-2.461	
		106.280				0.446	5.027	-123.700	0.0106	0.120	-2.953	
		106.300	99.50	99.25	0.25	0.522	2.395	-134.500	0.0124	0.057	-3.211	24.9
		106.320				0.542	-0.353	-139.408	0.0129	-0.008	-3.328	
		106.340				0.507	-3.181	-139.408	0.0121	-0.076	-3.328	
		106.350	99.10	99.25	-0.16							
		106.360				0.415	-5.930	-126.646	0.0099	-0.142	-3.023	
		106.380				0.270	-8.247	-104.065	0.0064	-0.197	-2.484	
		106.400	98.89	99.26	-0.37	0.085	-10.092	-76.576	0.0020	-0.241	-1.828	24.9
		106.420				-0.134	-11.310	-42.215	-0.0032	-0.270	-1.008	
		106.440				-0.368	-11.781	-7.854	-0.0088	-0.281	-0.188	
		106.450	98.59	99.25	-0.66							
		106.460				-0.605	-11.624	24.544	-0.0144	-0.278	0.586	
		106.480				-0.833	-10.799	53.996	-0.0199	-0.258	1.289	
		106.500	98.53	99.25	-0.72	-1.037	-9.464	78.540	-0.0248	-0.226	1.875	24.9
		106.520				-1.211	-7.658	98.175	-0.0289	-0.183	2.344	
		106.540				-1.343	-5.537	107.992	-0.0321	-0.132	2.578	
		106.550	98.65	99.26	-0.60							
		106.560				-1.433	-3.338	111.919	-0.0342	-0.080	2.672	
		106.580				-1.477	-1.060	114.865	-0.0353	-0.025	2.742	
		106.600	98.85	99.25	-0.41	-1.475	1.257	114.865	-0.0352	0.030	2.742	24.9
		106.620				-1.426	3.534	109.956	-0.0341	0.084	2.625	
		106.640				-1.334	5.655	102.102	-0.0318	0.135	2.437	
		106.650	99.10	99.25	-0.15							
		106.660				-1.200	7.618	88.357	-0.0287	0.182	2.109	
		106.680				-1.029	9.189	68.722	-0.0246	0.219	1.641	
		106.700	99.33	99.25	0.07	-0.833	10.367	47.124	-0.0199	0.248	1.125	24.9
		106.720				-0.614	11.074	22.580	-0.0147	0.264	0.539	
		106.740				-0.390	11.270	-3.927	-0.0093	0.269	-0.094	
		106.750	99.71	99.25	0.45							
		106.760				-0.163	10.917	-35.343	-0.0039	0.261	-0.844	
		106.780				0.047	9.857	-64.795	0.0011	0.235	-1.547	
		106.800	99.78	99.25	0.53	0.231	8.325	-87.376	0.0055	0.199	-2.086	24.9
		106.820				0.380	6.362	-110.938	0.0091	0.152	-2.648	
		106.840				0.485	3.888	-128.609	0.0116	0.093	-3.070	
		106.850	99.47	99.25	0.22							
		106.860				0.536	1.217	-134.500	0.0128	0.029	-3.211	
		106.880				0.534	-1.492	-139.408	0.0127	-0.036	-3.328	
		106.900	99.08	99.25	-0.17	0.476	-4.359	-136.463	0.0114	-0.104	-3.258	24.9
		106.920				0.360	-6.951	-117.810	0.0086	-0.166	-2.812	
		106.940				0.198	-9.071	-93.266	0.0047	-0.217	-2.227	
		106.950	98.87	99.25	-0.38							
		106.960				-0.003	-10.681	-60.868	-7.5000E-5	-0.255	-1.453	
		106.980				-0.229	-11.506	-26.507	-0.0055	-0.275	-0.633	
		107.000	98.59	99.26	-0.67	-0.463	-11.742	1.963	-0.0111	-0.280	0.047	24.9
		107.020				-0.699	-11.428	35.343	-0.0167	-0.273	0.844	
		107.040				-0.920	-10.328	67.741	-0.0220	-0.247	1.617	
		107.050	98.53	99.26	-0.72							
		107.060				-1.112	-8.718	87.376	-0.0266	-0.208	2.086	
		107.080				-1.269	-6.833	101.120	-0.0303	-0.163	2.414	
		107.100	98.66	99.25	-0.59	-1.385	-4.673	110.938	-0.0331	-0.112	2.648	24.9
		107.120				-1.456	-2.395	113.883	-0.0348	-0.057	2.719	
		107.140				-1.481	-0.118	115.846	-0.0354	-0.003	2.766	
		107.150	98.87	99.25	-0.38							
		107.160				-1.461	2.238	115.846	-0.0349	0.053	2.766	
		107.180				-1.392	4.516	108.974	-0.0332	0.108	2.602	
		107.200	99.11	99.26	-0.14	-1.280	6.597	97.193	-0.0306	0.158	2.320	24.9
		107.220				-1.128	8.404	80.503	-0.0269	0.201	1.922	
		107.240				-0.944	9.817	59.887	-0.0225	0.234	1.430	
		107.250	99.36	99.25	0.11							
		107.260				-0.735	10.799	36.325	-0.0176	0.258	0.867	
		107.280				-0.512	11.270	9.817	-0.0122	0.269	0.234	
		107.300	99.72	99.26	0.46	-0.284	11.192	-18.653	-0.0068	0.267	-0.445	24.9
		107.320				-0.064	10.524	-49.087	-0.0015	0.251	-1.172	
		107.340				0.137	9.228	-76.576	0.0033	0.220	-1.828	
		107.350	99.78	99.25	0.53							
		107.360				0.305	7.461	-100.138	0.0073	0.178	-2.391	
		107.380				0.435	5.223	-120.755	0.0104	0.125	-2.883	
		107.400	99.44	99.26	0.18	0.514	2.631	-129.591	0.0123	0.063	-3.094	24.9
		107.420				0.540	0.039	-134.500	0.0129	9.375E-4	-3.211	
		107.440				0.515	-2.749	-139.408	0.0123	-0.066	-3.328	
		107.450	99.13	99.25	-0.12							
		107.460				0.430	-5.537	-128.609	0.0103	-0.132	-3.070	
		107.480				0.294	-7.893	-106.029	0.0070	-0.188	-2.531	
		107.500	98.85	99.25	-0.40	0.115	-9.778	-79.522	0.0027	-0.233	-1.898	24.9
		107.520				-0.097	-11.074	-47.124	-0.0023	-0.264	-1.125	
		107.540				-0.328	-11.663	-12.763	-0.0078	-0.278	-0.305	
		107.550	98.63	99.25	-0.63							
		107.560				-0.564	-11.585	17.671	-0.0135	-0.277	0.422	
		107.580				-0.792	-10.956	45.160	-0.0189	-0.262	1.078	
		107.600	98.54	99.25	-0.71	-1.002	-9.778	73.631	-0.0239	-0.233	1.758	24.9
		107.620				-1.183	-8.011	96.211	-0.0282	-0.191	2.297	
		107.640				-1.323	-5.930	107.011	-0.0316	-0.142	2.555	
		107.650	98.62	99.26	-0.63							
		107.660				-1.420	-3.731	110.938	-0.0339	-0.089	2.648	
		107.680				-1.472	-1.492	113.883	-0.0351	-0.036	2.719	
		107.700	98.88	99.25	-0.37	-1.480	0.825	116.828	-0.0353	0.020	2.789	24.9
		107.720				-1.439	3.181	113.883	-0.0344	0.076	2.719	
		107.740				-1.352	5.380	105.047	-0.0323	0.128	2.508	
		107.750	99.08	99.25	-0.17							
		107.760				-1.224	7.383	91.303	-0.0292	0.176	2.180	
		107.780				-1.057	9.032	73.631	-0.0252	0.216	1.758	
		107.800	99.38	99.26	0.12	-0.862	10.328	52.033	-0.0206	0.247	1.242	24.9
		107.820				-0.644	11.113	25.525	-0.0154	0.265	0.609	
		107.840				-0.418	11.349	-0.982	-0.0100	0.271	-0.023	
		107.850	99.65	99.25	0.40							
		107.860				-0.190	11.074	-30.434	-0.0045	0.264	-0.727	
		107.880				0.025	10.132	-61.850	6.0000E-4	0.242	-1.477	
		107.900	99.77	99.26	0.51	0.215	8.600	-89.339	0.0051	0.205	-2.133	24.9
		107.920				0.369	6.558	-111.919	0.0088	0.157	-2.672	
		107.940				0.478	4.123	-125.664	0.0114	0.098	-3.000	
		107.950	99.53	99.25	0.28							
		107.960				0.534	1.532	-134.500	0.0127	0.037	-3.211	
		107.980				0.539	-1.257	-141.372	0.0129	-0.030	-3.375	
		108.000	99.11	99.25	-0.14	0.484	-4.123	-135.481	0.0115	-0.098	-3.234	24.9
		108.020				0.374	-6.676	-116.828	0.0089	-0.159	-2.789	
		108.040				0.217	-8.796	-92.284	0.0052	-0.210	-2.203	
		108.050	98.92	99.25	-0.33							
		108.060				0.022	-10.367	-64.795	5.2500E-4	-0.247	-1.547	
		108.080				-0.198	-11.388	-33.379	-0.0047	-0.272	-0.797	
		108.100	98.61	99.25	-0.64	-0.434	-11.702	-1.011E-10	-0.0104	-0.279	-2.413E-12	24.9
		108.120				-0.666	-11.388	31.416	-0.0159	-0.272	0.750	
		108.140				-0.889	-10.446	60.868	-0.0212	-0.249	1.453	
		108.150	98.54	99.25	-0.71							
		108.160				-1.084	-8.954	83.449	-0.0259	-0.214	1.992	
		108.180				-1.247	-7.108	99.157	-0.0298	-0.170	2.367	
		108.200	98.64	99.25	-0.62	-1.368	-4.987	107.992	-0.0327	-0.119	2.578	24.9
		108.220				-1.447	-2.788	110.938	-0.0345	-0.067	2.648	
		108.240				-1.480	-0.550	113.883	-0.0353	-0.013	2.719	
		108.250	98.82	99.25	-0.43							
		108.260				-1.469	1.767	115.846	-0.0351	0.042	2.766	
		108.280				-1.409	4.084	109.956	-0.0336	0.098	2.625	
		108.300	99.09	99.25	-0.17	-1.305	6.165	99.157	-0.0312	0.147	2.367	24.9
		108.320				-1.162	8.050	86.394	-0.0278	0.192	2.062	
		108.340				-0.983	9.621	65.777	-0.0235	0.230	1.570	
		108.350	99.29	99.26	0.04							
		108.360				-0.778	10.681	40.252	-0.0186	0.255	0.961	
		108.380				-0.556	11.231	16.690	-0.0133	0.268	0.398	
		108.400	99.69	99.25	0.43	-0.328	11.349	-10.799	-0.0078	0.271	-0.258	24.9
		108.420				-0.102	10.799	-45.160	-0.0024	0.258	-1.078	
		108.440				0.104	9.543	-73.631	0.0025	0.228	-1.758	
		108.450	99.76	99.26	0.50							
		108.460				0.280	7.854	-97.193	0.0067	0.188	-2.320	
		108.480				0.418	5.655	-118.792	0.0100	0.135	-2.836	
		108.500	99.51	99.26	0.26	0.506	3.102	-130.573	0.0121	0.074	-3.117	24.9
		108.520				0.542	0.432	-138.427	0.0129	0.010	-3.305	
		108.540				0.523	-2.435	-141.372	0.0125	-0.058	-3.375	
		108.550	99.10	99.25	-0.15							
		108.560				0.445	-5.223	-131.554	0.0106	-0.125	-3.141	
		108.580				0.314	-7.697	-111.919	0.0075	-0.184	-2.672	
		108.600	98.90	99.25	-0.35	0.137	-9.700	-82.467	0.0033	-0.232	-1.969	24.9
		108.620				-0.074	-10.996	-48.106	-0.0018	-0.263	-1.148	
		108.640				-0.303	-11.624	-15.708	-0.0072	-0.278	-0.375	
		108.650	98.60	99.25	-0.65							
		108.660				-0.539	-11.624	14.726	-0.0129	-0.277	0.352	
		108.680				-0.768	-11.035	44.179	-0.0183	-0.263	1.055	
		108.700	98.54	99.25	-0.71	-0.980	-9.857	71.668	-0.0234	-0.235	1.711	24.9
		108.720				-1.162	-8.168	92.284	-0.0278	-0.195	2.203	
		108.740				-1.307	-6.165	104.065	-0.0312	-0.147	2.484	
		108.750	98.65	99.25	-0.60							
		108.760				-1.409	-4.006	108.974	-0.0336	-0.096	2.602	
		108.780				-1.467	-1.806	111.919	-0.0350	-0.043	2.672	
		108.800	98.84	99.25	-0.42	-1.481	0.471	114.865	-0.0354	0.011	2.742	24.9
		108.820				-1.448	2.788	112.901	-0.0346	0.067	2.695	
		108.840				-1.370	4.987	105.047	-0.0327	0.119	2.508	
		108.850	99.10	99.25	-0.15							
		108.860				-1.249	6.990	93.266	-0.0298	0.167	2.227	
		108.880				-1.090	8.718	77.558	-0.0260	0.208	1.852	
		108.900	99.32	99.25	0.06	-0.900	10.092	55.960	-0.0215	0.241	1.336	24.9
		108.920				-0.686	10.956	29.452	-0.0164	0.262	0.703	
		108.940				-0.462	11.270	3.927	-0.0110	0.269	0.094	
		108.950	99.71	99.25	0.46							
		108.960				-0.236	11.113	-23.562	-0.0056	0.265	-0.563	
		108.980				-0.017	10.328	-54.978	-4.1250E-4	0.247	-1.313	
		109.000	99.79	99.26	0.53	0.178	8.914	-81.485	0.0042	0.213	-1.945	24.9
		109.020				0.339	7.069	-106.029	0.0081	0.169	-2.531	
		109.040				0.460	4.673	-125.664	0.0110	0.112	-3.000	
		109.050	99.49	99.25	0.24							
		109.060				0.526	2.042	-134.500	0.0126	0.049	-3.211	
		109.080				0.542	-0.707	-141.372	0.0129	-0.017	-3.375	
		109.100	99.17	99.25	-0.08	0.498	-3.613	-138.427	0.0119	-0.086	-3.305	24.9
		109.120				0.397	-6.244	-122.719	0.0095	-0.149	-2.930	
		109.140				0.248	-8.522	-101.120	0.0059	-0.203	-2.414	
		109.150	98.88	99.25	-0.37							
		109.160				0.057	-10.289	-70.686	0.0013	-0.246	-1.687	
		109.180				-0.163	-11.349	-39.270	-0.0039	-0.271	-0.938	
		109.200	98.63	99.26	-0.62	-0.397	-11.860	-5.890	-0.0095	-0.283	-0.141	24.9
		109.220				-0.638	-11.585	31.416	-0.0152	-0.277	0.750	
		109.240				-0.861	-10.603	57.923	-0.0206	-0.253	1.383	
		109.250	98.53	99.26	-0.72							
		109.260				-1.062	-9.268	80.503	-0.0254	-0.221	1.922	
		109.280				-1.232	-7.383	100.138	-0.0294	-0.176	2.391	
		109.300	98.61	99.25	-0.64	-1.357	-5.262	108.974	-0.0324	-0.126	2.602	24.9
		109.320				-1.442	-3.024	112.901	-0.0344	-0.072	2.695	
		109.340				-1.478	-0.746	113.883	-0.0353	-0.018	2.719	
		109.350	98.86	99.26	-0.40							
		109.360				-1.472	1.532	114.865	-0.0351	0.037	2.742	
		109.380				-1.417	3.848	109.956	-0.0338	0.092	2.625	
		109.400	99.06	99.26	-0.19	-1.318	5.930	98.175	-0.0315	0.142	2.344	24.9
		109.420				-1.180	7.775	84.430	-0.0282	0.186	2.016	
		109.440				-1.007	9.307	67.741	-0.0240	0.222	1.617	
		109.450	99.34	99.25	0.08							
		109.460				-0.807	10.485	46.142	-0.0193	0.250	1.102	
		109.480				-0.587	11.153	19.635	-0.0140	0.266	0.469	
		109.500	99.62	99.25	0.37	-0.361	11.270	-6.872	-0.0086	0.269	-0.164	24.9
		109.520				-0.137	10.878	-39.270	-0.0033	0.260	-0.937	
		109.540				0.074	9.700	-69.704	0.0018	0.232	-1.664	
		109.550	99.78	99.25	0.53							
		109.560				0.251	8.090	-90.321	0.0060	0.193	-2.156	
		109.580				0.397	6.087	-113.883	0.0095	0.145	-2.719	
		109.600	99.57	99.25	0.32	0.495	3.534	-129.591	0.0118	0.084	-3.094	24.9
		109.620				0.539	0.903	-135.481	0.0129	0.022	-3.234	
		109.640				0.531	-1.885	-141.372	0.0127	-0.045	-3.375	
		109.650	99.15	99.25	-0.11							
		109.660				0.463	-4.752	-134.500	0.0111	-0.113	-3.211	
		109.680				0.341	-7.265	-115.846	0.0081	-0.173	-2.766	
		109.700	98.95	99.26	-0.30	0.173	-9.386	-89.339	0.0041	-0.224	-2.133	24.9
		109.720				-0.035	-10.839	-54.978	-8.2500E-4	-0.259	-1.312	
		109.740				-0.261	-11.585	-22.580	-0.0062	-0.277	-0.539	
		109.750	98.63	99.26	-0.63							
		109.760				-0.498	-11.742	8.836	-0.0119	-0.280	0.211	
		109.780				-0.730	-11.231	39.270	-0.0174	-0.268	0.937	
		109.800	98.53	99.25	-0.72	-0.947	-10.171	67.741	-0.0226	-0.243	1.617	24.9
		109.820				-1.137	-8.522	91.303	-0.0272	-0.203	2.180	
		109.840				-1.288	-6.519	104.065	-0.0308	-0.156	2.484	
		109.850	98.61	99.25	-0.64							
		109.860				-1.398	-4.359	110.938	-0.0334	-0.104	2.648	
		109.880				-1.462	-2.081	113.883	-0.0349	-0.050	2.719	
		109.900	98.88	99.25	-0.38	-1.481	0.196	116.828	-0.0354	0.005	2.789	24.9
		109.920				-1.455	2.592	116.828	-0.0347	0.062	2.789	
		109.940				-1.378	4.869	107.011	-0.0329	0.116	2.555	
		109.950	99.08	99.25	-0.17							
		109.960				-1.260	6.872	93.266	-0.0301	0.164	2.227	
		109.980				-1.103	8.600	77.558	-0.0263	0.205	1.852	
		110.000	99.37	99.25	0.11	-0.916	9.975	57.923	-0.0219	0.238	1.383	24.9
		110.020				-0.704	10.917	32.398	-0.0168	0.261	0.773	
		110.040				-0.479	11.270	4.909	-0.0114	0.269	0.117	
		110.050	99.64	99.25	0.38							
		110.060				-0.253	11.113	-22.580	-0.0060	0.265	-0.539	
		110.080				-0.035	10.367	-52.033	-8.2500E-4	0.247	-1.242	
		110.100	99.77	99.25	0.52	0.162	9.032	-79.522	0.0039	0.216	-1.898	24.9
		110.120				0.327	7.186	-104.065	0.0078	0.172	-2.484	
		110.140				0.449	4.869	-121.737	0.0107	0.116	-2.906	
		110.150	99.54	99.26	0.28							
		110.160				0.522	2.317	-131.554	0.0124	0.055	-3.141	
		110.180				0.542	-0.393	-137.445	0.0129	-0.009	-3.281	
		110.200	99.13	99.26	-0.13	0.506	-3.181	-137.445	0.0121	-0.076	-3.281	24.9
		110.220				0.415	-5.890	-126.646	0.0099	-0.141	-3.023	
		110.240				0.270	-8.247	-103.084	0.0064	-0.197	-2.461	
		110.250	98.93	99.25	-0.32							
		110.260				0.085	-10.014	-74.613	0.0020	-0.239	-1.781	
		110.280				-0.130	-11.231	-43.197	-0.0031	-0.268	-1.031	
		110.300	98.62	99.26	-0.64	-0.364	-11.742	-8.836	-0.0087	-0.280	-0.211	24.9
		110.320				-0.600	-11.585	22.580	-0.0143	-0.277	0.539	
		110.340				-0.828	-10.839	53.014	-0.0198	-0.259	1.266	
		110.350	98.53	99.25	-0.72							
		110.360				-1.034	-9.464	78.540	-0.0247	-0.226	1.875	
		110.380				-1.206	-7.697	95.230	-0.0288	-0.184	2.273	
		110.400	98.62	99.25	-0.63	-1.341	-5.655	108.974	-0.0320	-0.135	2.602	24.9
		110.420				-1.433	-3.338	113.883	-0.0342	-0.080	2.719	
		110.440				-1.475	-1.100	112.901	-0.0352	-0.026	2.695	
		110.450	98.82	99.25	-0.43							
		110.460				-1.477	1.178	115.846	-0.0353	0.028	2.766	
		110.480				-1.428	3.534	113.883	-0.0341	0.084	2.719	
		110.500	99.09	99.26	-0.17	-1.335	5.733	104.065	-0.0319	0.137	2.484	24.9
		110.520				-1.199	7.697	87.376	-0.0286	0.184	2.086	
		110.540				-1.027	9.228	69.704	-0.0245	0.220	1.664	
		110.550	99.29	99.26	0.03							
		110.560				-0.829	10.485	49.087	-0.0198	0.250	1.172	
		110.580				-0.608	11.192	21.598	-0.0145	0.267	0.516	
		110.600	99.68	99.25	0.42	-0.382	11.349	-4.909	-0.0091	0.271	-0.117	24.9
		110.620				-0.154	10.996	-36.325	-0.0037	0.262	-0.867	
