Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
14,950	-3,151	-16,383	39,270	-0,0752	-0,391	0,938	14,950	2,848	20,640	-37,071	0,0680	0,493	-0,885	14,950	-1,613	-20,405	21,991	-0,0385	-0,487	0,525	14,950	4,615	-15,221	-50,580	0,1102	-0,363	-1,208	14,950	-7,045	-6,048	85,608	-0,1682	-0,144	2,044	14,950	6,388	3,534	-76,027	0,1525	0,084	-1,815	14,950	5,993	-7,587	-67,858	0,1431	-0,181	-1,620	14,950	3,321	20,106	-43,511	0,0793	0,480	-1,039	14,950	-6,043	2,655	70,529	-0,1443	0,063	1,684	14,950	-6,984	5,781	81,681	-0,1667	0,138	1,950	14,950	-4,379	-9,346	55,135	-0,1046	-0,223	1,316	14,950	3,313	11,200	-42,097	0,0791	0,267	-1,005	14,950	-1,522	-14,357	20,577	-0,0363	-0,343	0,491	14,950	-1,418	-14,153	20,577	-0,0339	-0,338	0,491	14,950	-5,261	6,597	58,120	-0,1256	0,158	1,388	14,950	4,158	8,702	-52,150	0,0993	0,208	-1,245	14,950	3,217	-12,409	-35,029	0,0768	-0,296	-0,836	14,950	3,702	13,100	-46,339	0,0884	0,313	-1,106	14,950	4,101	-10,524	-42,883	0,0979	-0,251	-1,024	14,950	-2,059	-19,996	29,060	-0,0492	-0,477	0,694
15,000	-3,921	-14,200	48,223	-0,0936	-0,339	1,151	15,000	3,833	18,504	-47,438	0,0915	0,442	-1,133	15,000	-2,606	-18,991	33,615	-0,0622	-0,453	0,803	15,000	3,790	-17,530	-41,312	0,0905	-0,419	-0,986	15,000	-7,240	-1,681	86,865	-0,1728	-0,040	2,074	15,000	6,469	-0,283	-75,084	0,1544	-0,007	-1,792	15,000	5,528	-10,870	-62,518	0,1320	-0,260	-1,493	15,000	4,271	17,656	-53,878	0,1020	0,422	-1,286	15,000	-5,821	6,095	66,602	-0,1390	0,146	1,590	15,000	-6,593	9,770	76,498	-0,1574	0,233	1,826	15,000	-4,778	-6,472	59,376	-0,1141	-0,155	1,418	15,000	3,820	8,938	-47,752	0,0912	0,213	-1,140	15,000	-2,213	-13,100	29,060	-0,0528	-0,313	0,694	15,000	-2,100	-12,912	28,431	-0,0501	-0,308	0,679	15,000	-4,858	9,393	53,250	-0,1160	0,224	1,271	15,000	4,527	5,969	-56,077	0,1081	0,143	-1,339	15,000	2,553	-13,980	-27,175	0,0609	-0,334	-0,649	15,000	4,299	10,619	-52,622	0,1026	0,254	-1,256	15,000	3,520	-12,519	-36,128	0,0840	-0,299	-0,863	15,000	-3,022	-18,221	40,998	-0,0722	-0,435	0,979
15,050	-4,571	-11,561	56,235	-0,1091	-0,276	1,342	15,050	4,698	15,896	-56,863	0,1122	0,379	-1,357	15,050	-3,512	-17,043	43,511	-0,0838	-0,407	1,039	15,050	2,862	-19,352	-30,945	0,0683	-0,462	-0,739	15,050	-7,213	2,639	84,352	-0,1722	0,063	2,014	15,050	6,360	-3,974	-72,100	0,1518	-0,095	-1,721	15,050	4,906	-13,839	-55,292	0,1171	-0,330	-1,320	15,050	5,086	14,718	-62,832	0,1214	0,351	-1,500	15,050	-5,433	9,315	61,261	-0,1297	0,222	1,462	15,050	-6,007	13,430	68,644	-0,1434	0,321	1,639	15,050	-5,027	-3,409	61,575	-0,1200	-0,081	1,470	15,050	4,207	6,425	-51,836	0,1004	0,153	-1,237	15,050	-2,832	-11,451	36,600	-0,0676	-0,273	0,874	15,050	-2,710	-11,310	35,971	-0,0647	-0,270	0,859	15,050	-4,321	11,922	46,967	-0,1032	0,285	1,121	15,050	4,755	3,094	-57,648	0,1135	0,074	-1,376	15,050	1,819	-15,127	-18,378	0,0434	-0,361	-0,439	15,050	4,764	7,838	-57,648	0,1137	0,187	-1,376	15,050	2,849	-14,137	-28,589	0,0680	-0,338	-0,682	15,050	-3,881	-15,896	50,894	-0,0927	-0,379	1,215
15,100	-5,077	-8,577	62,204	-0,1212	-0,205	1,485	15,100	5,422	12,818	-65,345	0,1295	0,306	-1,560	15,100	-4,310	-14,640	52,622	-0,1029	-0,349	1,256	15,100	1,855	-20,625	-19,635	0,0443	-0,492	-0,469	15,100	-6,976	6,754	79,797	-0,1665	0,161	1,905	15,100	6,071	-7,493	-68,487	0,1449	-0,179	-1,635	15,100	4,144	-16,399	-46,496	0,0989	-0,392	-1,110	15,100	5,743	11,373	-69,900	0,1371	0,272	-1,669	15,100	-4,890	12,221	54,035	-0,1167	0,292	1,290	15,100	-5,250	16,635	58,905	-0,1253	0,397	1,406	15,100	-5,119	-0,314	60,633	-0,1222	-0,007	1,447	15,100	4,463	3,754	-54,035	0,1065	0,090	-1,290	15,100	-3,358	-9,440	42,726	-0,0802	-0,225	1,020	15,100	-3,231	-9,315	42,569	-0,0771	-0,222	1,016	15,100	-3,666	14,090	39,113	-0,0875	0,336	0,934	15,100	4,836	0,204	-56,706	0,1155	0,005	-1,354	15,100	1,040	-15,818	-9,582	0,0248	-0,378	-0,229	15,100	5,083	4,854	-60,790	0,1214	0,116	-1,451	15,100	2,106	-15,378	-20,106	0,0503	-0,367	-0,480	15,100	-4,612	-13,132	58,591	-0,1101	-0,314	1,399
15,150	-5,429	-5,341	66,445	-0,1296	-0,128	1,586	15,150	5,980	9,362	-71,314	0,1428	0,224	-1,703	15,150	-4,976	-11,781	61,104	-0,1188	-0,281	1,459	15,150	0,800	-21,316	-7,383	0,0191	-0,509	-0,176	15,150	-6,538	10,619	73,827	-0,1561	0,254	1,762	15,150	5,611	-10,823	-63,460	0,1339	-0,258	-1,515	15,150	3,266	-18,488	-36,914	0,0780	-0,441	-0,881	15,150	6,223	7,728	-75,084	0,1486	0,185	-1,793	15,150	-4,211	14,718	45,396	-0,1005	0,351	1,084	15,150	-4,343	19,321	47,595	-0,1037	0,461	1,136	15,150	-5,058	2,655	57,491	-0,1208	0,063	1,373	15,150	4,582	1,021	-53,721	0,1094	0,024	-1,283	15,150	-3,776	-7,179	47,124	-0,0901	-0,171	1,125	15,150	-3,641	-7,053	46,496	-0,0869	-0,168	1,110	15,150	-2,912	15,834	29,217	-0,0695	0,378	0,698	15,150	4,775	-2,576	-53,878	0,1140	-0,062	-1,286	15,150	0,237	-16,085	-0,628	0,0057	-0,384	-0,015	15,150	5,250	1,759	-61,261	0,1253	0,042	-1,463	15,150	1,312	-16,148	-10,681	0,0313	-0,386	-0,255	15,150	-5,195	-10,037	65,188	-0,1240	-0,240	1,556
15,200	-5,611	-1,932	67,858	-0,1339	-0,046	1,620	15,200	6,359	5,686	-74,770	0,1518	0,136	-1,785	15,200	-5,488	-8,529	67,544	-0,1310	-0,204	1,613	15,200	-0,276	-21,363	5,969	-0,0066	-0,510	0,143	15,200	-5,914	14,137	65,659	-0,1412	0,337	1,568	15,200	4,989	-13,839	-56,077	0,1191	-0,330	-1,339	15,200	2,295	-20,091	-26,389	0,0548	-0,480	-0,630	15,200	6,516	3,864	-77,754	0,1555	0,092	-1,856	15,200	-3,418	16,760	36,128	-0,0816	0,400	0,863	15,200	-3,318	21,394	35,657	-0,0792	0,511	0,851	15,200	-4,854	5,435	53,878	-0,1159	0,130	1,286	15,200	4,565	-1,618	-51,365	0,1090	-0,039	-1,226	15,200	-4,076	-4,728	50,108	-0,0973	-0,113	1,196	15,200	-3,936	-4,665	49,166	-0,0940	-0,111	1,174	15,200	-2,083	17,012	18,692	-0,0497	0,406	0,446	15,200	4,579	-5,184	-50,423	0,1093	-0,124	-1,204	15,200	-0,569	-15,881	9,268	-0,0136	-0,379	0,221	15,200	5,259	-1,272	-58,905	0,1256	-0,030	-1,406	15,200	0,492	-16,446	-1,257	0,0117	-0,393	-0,030	15,200	-5,616	-6,613	70,529	-0,1341	-0,158	1,684
15,250	-5,622	1,445	66,131	-0,1342	0,035	1,579	15,250	6,549	1,885	-75,555	0,1563	0,045	-1,804	15,250	-5,829	-5,027	71,314	-0,1392	-0,120	1,703	15,250	-1,337	-20,719	19,164	-0,0319	-0,495	0,458	15,250	-5,124	17,185	55,135	-0,1223	0,410	1,316	15,250	4,227	-16,431	-47,124	0,1009	-0,392	-1,125	15,250	1,257	-21,127	-14,294	0,0300	-0,504	-0,341	15,250	6,610	-0,047	-77,126	0,1578	-0,001	-1,841	15,250	-2,535	18,331	26,075	-0,0605	0,438	0,623	15,250	-2,204	22,887	23,248	-0,0526	0,546	0,555	15,250	-4,514	8,042	49,480	-0,1078	0,192	1,181	15,250	4,420	-4,115	-48,538	0,1055	-0,098	-1,159	15,250	-4,249	-2,168	50,894	-0,1014	-0,052	1,215	15,250	-4,108	-2,136	50,423	-0,0981	-0,051	1,204	15,250	-1,211	17,703	8,796	-0,0289	0,423	0,210	15,250	4,257	-7,618	-46,810	0,1016	-0,182	-1,117	15,250	-1,351	-15,158	19,007	-0,0322	-0,362	0,454	15,250	5,122	-4,131	-55,606	0,1223	-0,099	-1,328	15,250	-0,333	-16,273	8,482	-0,0079	-0,389	0,203	15,250	-5,856	-2,985	72,257	-0,1398	-0,071	1,725
15,300	-5,466	4,681	62,675	-0,1305	0,112	1,496	15,300	6,547	-1,869	-73,513	0,1563	-0,045	-1,755	15,300	-5,991	-1,398	71,943	-0,1430	-0,033	1,717	15,300	-2,348	-19,446	31,102	-0,0561	-0,464	0,742	15,300	-4,196	19,651	43,825	-0,1002	0,469	1,046	15,300	3,346	-18,551	-37,385	0,0799	-0,443	-0,892	15,300	0,182	-21,520	-1,257	0,0044	-0,514	-0,030	15,300	6,511	-3,848	-74,299	0,1554	-0,092	-1,774	15,300	-1,585	19,368	14,923	-0,0378	0,462	0,356	15,300	-1,029	23,719	9,268	-0,0246	0,566	0,221	15,300	-4,050	10,383	43,668	-0,0967	0,248	1,042	15,300	4,153	-6,472	-45,082	0,0991	-0,155	-1,076	15,300	-4,293	0,361	49,166	-0,1025	0,009	1,174	15,300	-4,150	0,377	48,695	-0,0991	0,009	1,162	15,300	-0,313	17,891	-2,042	-0,0075	0,427	-0,049	15,300	3,817	-9,865	-41,940	0,0911	-0,235	-1,001	15,300	-2,084	-13,980	27,646	-0,0498	-0,334	0,660	15,300	4,846	-6,833	-52,308	0,1157	-0,163	-1,249	15,300	-1,136	-15,598	18,378	-0,0271	-0,372	0,439	15,300	-5,914	0,613	70,372	-0,1412	0,015	1,680
15,350	-5,154	7,713	57,648	-0,1230	0,184	1,376	15,350	6,362	-5,466	-70,215	0,1519	-0,131	-1,676	15,350	-5,969	2,168	69,743	-0,1425	0,052	1,665	15,350	-3,281	-17,609	41,626	-0,0783	-0,420	0,994	15,350	-3,159	21,567	32,358	-0,0754	0,515	0,772	15,350	2,372	-20,169	-26,861	0,0566	-0,482	-0,641	15,350	-0,895	-21,253	12,252	-0,0214	-0,507	0,292	15,350	6,225	-7,477	-70,372	0,1486	-0,179	-1,680	15,350	-0,598	19,823	3,142	-0,0143	0,473	0,075	15,350	0,168	23,813	-5,812	0,0040	0,569	-0,139	15,350	-3,476	12,409	36,914	-0,0830	0,296	0,881	15,350	3,773	-8,624	-40,369	0,0901	-0,206	-0,964	15,350	-4,213	2,749	46,339	-0,1006	0,066	1,106	15,350	-4,070	2,733	45,710	-0,0972	0,065	1,091	15,350	0,578	17,499	-12,566	0,0138	0,418	-0,300	15,350	3,270	-11,812	-35,343	0,0781	-0,282	-0,844	15,350	-2,749	-12,394	35,814	-0,0656	-0,296	0,855	15,350	4,439	-9,362	-47,752	0,1060	-0,224	-1,140	15,350	-1,893	-14,436	27,803	-0,0452	-0,345	0,664	15,350	-5,795	4,053	66,445	-0,1383	0,097	1,586
15,400	-4,695	10,446	51,208	-0,1121	0,249	1,223	15,400	6,000	-8,891	-65,973	0,1433	-0,212	-1,575	15,400	-5,774	5,576	65,973	-0,1378	0,133	1,575	15,400	-4,109	-15,284	51,051	-0,0981	-0,365	1,219	15,400	-2,039	22,887	19,635	-0,0487	0,546	0,469	15,400	1,329	-21,237	-14,923	0,0317	-0,507	-0,356	15,400	-1,943	-20,295	25,133	-0,0464	-0,485	0,600	15,400	5,763	-10,886	-65,188	0,1376	-0,260	-1,556	15,400	0,397	19,682	-9,268	0,0095	0,470	-0,221	15,400	1,352	23,138	-20,577	0,0323	0,552	-0,491	15,400	-2,809	14,074	28,746	-0,0671	0,336	0,686	15,400	3,291	-10,509	-34,872	0,0786	-0,251	-0,833	15,400	-4,018	4,995	43,197	-0,0959	0,119	1,031	15,400	-3,877	4,948	42,569	-0,0925	0,118	1,016	15,400	1,437	16,635	-21,834	0,0343	0,397	-0,521	15,400	2,636	-13,399	-27,960	0,0629	-0,320	-0,668	15,400	-3,324	-10,399	43,040	-0,0793	-0,248	1,028	15,400	3,910	-11,608	-41,469	0,0933	-0,277	-0,990	15,400	-2,579	-12,818	36,128	-0,0616	-0,306	0,863	15,400	-5,509	7,257	61,732	-0,1315	0,173	1,474
15,450	-4,109	12,833	43,825	-0,0981	0,306	1,046	15,450	5,473	-12,064	-59,847	0,1307	-0,288	-1,429	15,450	-5,411	8,765	60,633	-0,1292	0,209	1,448	15,450	-4,810	-12,504	59,533	-0,1148	-0,299	1,421	15,450	-0,870	23,531	5,655	-0,0208	0,562	0,135	15,450	0,248	-21,661	-1,728	0,0059	-0,517	-0,041	15,450	-2,925	-18,740	36,128	-0,0698	-0,447	0,863	15,450	5,137	-13,996	-57,962	0,1226	-0,334	-1,384	15,450	1,370	18,897	-21,206	0,0327	0,451	-0,506	15,450	2,482	21,756	-33,458	0,0592	0,519	-0,799	15,450	-2,069	15,284	19,007	-0,0494	0,365	0,454	15,450	2,722	-12,111	-28,431	0,0650	-0,289	-0,679	15,450	-3,713	7,069	39,270	-0,0886	0,169	0,938	15,450	-3,575	6,990	38,485	-0,0853	0,167	0,919	15,450	2,242	15,315	-30,631	0,0535	0,366	-0,731	15,450	1,931	-14,608	-19,792	0,0461	-0,349	-0,473	15,450	-3,789	-8,090	47,752	-0,0904	-0,193	1,140	15,450	3,278	-13,509	-34,243	0,0783	-0,323	-0,818	15,450	-3,175	-10,823	43,040	-0,0758	-0,258	1,028	15,450	-5,069	10,226	56,549	-0,1210	0,244	1,350
15,500	-3,412	14,828	35,814	-0,0814	0,354	0,855	15,500	4,794	-14,875	-51,836	0,1145	-0,355	-1,238	15,500	-4,898	11,640	53,878	-0,1169	0,278	1,286	15,500	-5,360	-9,331	66,288	-0,1280	-0,223	1,583	15,500	0,314	23,452	-9,111	0,0075	0,560	-0,218	15,500	-0,837	-21,410	11,781	-0,0200	-0,511	0,281	15,500	-3,817	-16,682	46,181	-0,0911	-0,398	1,103	15,500	4,364	-16,682	-48,695	0,1042	-0,398	-1,162	15,500	2,287	17,562	-31,730	0,0546	0,419	-0,757	15,500	3,528	19,792	-44,611	0,0842	0,473	-1,065	15,500	-1,280	15,975	9,111	-0,0306	0,381	0,217	15,500	2,080	-13,352	-20,735	0,0496	-0,319	-0,495	15,500	-3,311	8,922	34,400	-0,0790	0,213	0,821	15,500	-3,178	8,796	33,772	-0,0759	0,210	0,806	15,500	2,969	13,572	-38,956	0,0709	0,324	-0,930	15,500	1,175	-15,378	-11,153	0,0280	-0,367	-0,266	15,500	-4,133	-5,623	50,737	-0,0987	-0,134	1,211	15,500	2,559	-15,033	-26,075	0,0611	-0,359	-0,622	15,500	-3,662	-8,514	48,223	-0,0874	-0,203	1,151	15,500	-4,486	12,912	49,794	-0,1071	0,308	1,189
15,550	-2,626	16,415	26,861	-0,0627	0,392	0,641	15,550	3,985	-17,247	-42,726	0,0951	-0,412	-1,020	15,550	-4,247	14,153	45,553	-0,1014	0,338	1,087	15,550	-5,743	-5,875	71,000	-0,1371	-0,140	1,695	15,550	1,475	22,619	-23,248	0,0352	0,540	-0,555	15,550	-1,893	-20,483	24,819	-0,0452	-0,489	0,593	15,550	-4,593	-14,121	55,449	-0,1096	-0,337	1,324	15,550	3,468	-18,865	-38,642	0,0828	-0,450	-0,922	15,550	3,126	15,724	-40,998	0,0746	0,375	-0,979	15,550	4,461	17,294	-54,507	0,1065	0,413	-1,301	15,550	-0,471	16,195	0,157	-0,0113	0,387	0,004	15,550	1,387	-14,184	-12,723	0,0331	-0,339	-0,304	15,550	-2,821	10,509	28,274	-0,0673	0,251	0,675	15,550	-2,695	10,367	28,117	-0,0643	0,247	0,671	15,550	3,599	11,420	-46,181	0,0859	0,273	-1,102	15,550	0,393	-15,724	-2,356	0,0094	-0,375	-0,056	15,550	-4,351	-3,016	52,622	-0,1039	-0,072	1,256	15,550	1,775	-16,116	-16,965	0,0424	-0,385	-0,405	15,550	-4,026	-6,000	51,836	-0,0961	-0,143	1,238	15,550	-3,778	15,205	41,312	-0,0902	0,363	0,986
15,600	-1,770	17,514	16,650	-0,0423	0,418	0,397	15,600	3,069	-19,148	-32,830	0,0733	-0,457	-0,784	15,600	-3,482	16,195	36,285	-0,0831	0,387	0,866	15,600	-5,947	-2,231	72,571	-0,1420	-0,053	1,732	15,600	2,576	21,127	-35,500	0,0615	0,504	-0,847	15,600	-2,886	-18,928	36,128	-0,0689	-0,452	0,862	15,600	-5,229	-11,137	63,146	-0,1248	-0,266	1,507	15,600	2,477	-20,546	-28,274	0,0591	-0,491	-0,675	15,600	3,859	13,462	-48,852	0,0921	0,321	-1,166	15,600	5,257	14,341	-63,146	0,1255	0,342	-1,507	15,600	0,339	15,991	-8,954	0,0081	0,382	-0,214	15,600	0,661	-14,624	-4,398	0,0158	-0,349	-0,105	15,600	-2,260	11,750	20,577	-0,0540	0,281	0,491	15,600	-2,141	11,608	20,420	-0,0511	0,277	0,488	15,600	4,111	8,954	-51,679	0,0981	0,214	-1,234	15,600	-0,397	-15,614	7,383	-0,0095	-0,373	0,176	15,600	-4,434	-0,361	51,836	-0,1059	-0,009	1,237	15,600	0,947	-16,729	-7,383	0,0226	-0,399	-0,176	15,600	-4,262	-3,330	54,193	-0,1017	-0,079	1,294	15,600	-2,966	17,043	31,573	-0,0708	0,407	0,754
15,650	-0,875	18,080	6,126	-0,0209	0,432	0,146	15,650	2,070	-20,530	-21,834	0,0494	-0,490	-0,521	15,650	-2,628	17,781	26,861	-0,0627	0,425	0,641	15,650	-5,966	1,382	70,529	-0,1424	0,033	1,684	15,650	3,588	19,069	-46,339	0,0857	0,455	-1,106	15,650	-3,786	-16,870	46,024	-0,0904	-0,403	1,099	15,650	-5,707	-7,807	69,272	-0,1362	-0,186	1,654	15,650	1,414	-21,693	-16,179	0,0337	-0,518	-0,386	15,650	4,472	10,839	-55,449	0,1068	0,259	-1,324	15,650	5,895	10,980	-70,215	0,1407	0,262	-1,676	15,650	1,128	15,300	-17,907	0,0269	0,365	-0,428	15,650	-0,075	-14,624	4,398	-0,0018	-0,349	0,105	15,650	-1,646	12,566	12,881	-0,0393	0,300	0,308	15,650	-1,535	12,409	12,409	-0,0366	0,296	0,296	15,650	4,494	6,252	-55,606	0,1073	0,149	-1,328	15,650	-1,169	-14,985	17,122	-0,0279	-0,358	0,409	15,650	-4,387	2,168	49,166	-0,1047	0,052	1,174	15,650	0,102	-16,855	2,199	0,0024	-0,402	0,053	15,650	-4,359	-0,581	53,407	-0,1041	-0,014	1,275	15,650	-2,073	18,363	20,892	-0,0495	0,438	0,499
15,700	0,038	18,127	-4,712	9,0000E-4	0,433	-0,113	15,700	1,016	-21,331	-9,268	0,0243	-0,509	-0,221	15,700	-1,704	18,881	16,179	-0,0407	0,451	0,386	15,700	-5,809	4,822	66,759	-0,1387	0,115	1,594	15,700	4,483	16,493	-56,077	0,1070	0,394	-1,339	15,700	-4,573	-14,326	55,449	-0,1092	-0,342	1,324	15,700	-6,010	-4,210	72,728	-0,1435	-0,101	1,736	15,700	0,308	-22,164	-2,356	0,0073	-0,529	-0,056	15,700	4,943	7,917	-60,633	0,1180	0,189	-1,448	15,700	6,355	7,320	-75,084	0,1517	0,175	-1,793	15,700	1,869	14,200	-26,232	0,0446	0,339	-0,626	15,700	-0,801	-14,184	13,195	-0,0191	-0,339	0,315	15,700	-1,004	13,038	6,126	-0,0240	0,311	0,146	15,700	-0,900	12,849	5,812	-0,0215	0,307	0,139	15,700	4,736	3,393	-57,334	0,1131	0,081	-1,369	15,700	-1,896	-13,902	25,604	-0,0453	-0,332	0,611	15,700	-4,218	4,555	46,024	-0,1007	0,109	1,099	15,700	-0,738	-16,509	12,409	-0,0176	-0,394	0,296	15,700	-4,320	2,011	50,266	-0,1031	0,048	1,200	15,700	-1,129	19,132	9,582	-0,0270	0,457	0,229
15,750	0,938	17,609	-15,865	0,0224	0,420	-0,379	15,750	-0,063	-21,457	4,241	-0,0015	-0,512	0,101	15,750	-0,740	19,399	4,555	-0,0177	0,463	0,109	15,750	-5,484	8,058	62,047	-0,1309	0,192	1,481	15,750	5,237	13,462	-64,403	0,1250	0,321	-1,538	15,750	-5,218	-11,325	63,303	-0,1246	-0,270	1,511	15,750	-6,128	-0,534	72,257	-0,1463	-0,013	1,725	15,750	-0,803	-21,928	11,624	-0,0192	-0,524	0,278	15,750	5,264	4,775	-63,931	0,1257	0,114	-1,526	15,750	6,627	3,471	-77,283	0,1582	0,083	-1,845	15,750	2,548	12,676	-34,243	0,0608	0,303	-0,817	15,750	-1,494	-13,305	21,520	-0,0357	-0,318	0,514	15,750	-0,342	13,179	-1,414	-0,0082	0,315	-0,034	15,750	-0,250	12,990	-1,100	-0,0060	0,310	-0,026	15,750	4,833	0,518	-56,549	0,1154	0,012	-1,350	15,750	-2,559	-12,425	33,772	-0,0611	-0,297	0,806	15,750	-3,932	6,770	42,254	-0,0939	0,162	1,009	15,750	-1,549	-15,614	22,619	-0,0370	-0,373	0,540	15,750	-4,158	4,445	47,281	-0,0993	0,106	1,129	15,750	-0,160	19,321	-2,356	-0,0038	0,461	-0,056
15,800	1,799	16,540	-26,232	0,0429	0,395	-0,626	15,800	-1,129	-20,907	17,279	-0,0270	-0,499	0,412	15,800	0,236	19,337	-7,383	0,0056	0,462	-0,176	15,800	-5,003	11,027	55,920	-0,1194	0,263	1,335	15,800	5,829	10,053	-71,000	0,1392	0,240	-1,695	15,800	-5,705	-7,995	69,429	-0,1362	-0,191	1,657	15,800	-6,063	3,016	69,115	-0,1447	0,072	1,650	15,800	-1,885	-21,002	24,662	-0,0450	-0,501	0,589	15,800	5,421	1,524	-64,403	0,1294	0,036	-1,537	15,800	6,703	-0,408	-76,498	0,1600	-0,010	-1,826	15,800	3,137	10,776	-40,684	0,0749	0,257	-0,971	15,800	-2,132	-12,032	29,060	-0,0509	-0,287	0,694	15,800	0,314	12,896	-9,425	0,0075	0,308	-0,225	15,800	0,399	12,739	-9,268	0,0095	0,304	-0,221	15,800	4,788	-2,262	-54,035	0,1143	-0,054	-1,290	15,800	-3,138	-10,524	40,841	-0,0749	-0,251	0,975	15,800	-3,541	8,781	37,542	-0,0845	0,210	0,896	15,800	-2,300	-14,247	31,416	-0,0549	-0,340	0,750	15,800	-3,875	6,739	43,511	-0,0925	0,161	1,039	15,800	0,803	18,897	-13,666	0,0192	0,451	-0,326
15,850	2,592	14,985	-34,872	0,0619	0,358	-0,832	15,850	-2,154	-19,729	29,374	-0,0514	-0,471	0,701	15,850	1,194	18,661	-19,007	0,0285	0,446	-0,454	15,850	-4,381	13,650	47,752	-0,1046	0,326	1,140	15,850	6,242	6,362	-75,241	0,1490	0,152	-1,796	15,850	-6,018	-4,383	73,042	-0,1437	-0,105	1,744	15,850	-5,826	6,377	65,031	-0,1391	0,152	1,552	15,850	-2,903	-19,462	36,128	-0,0693	-0,465	0,862	15,850	5,416	-1,665	-62,361	0,1293	-0,040	-1,489	15,850	6,586	-4,178	-73,513	0,1572	-0,100	-1,755	15,850	3,625	8,608	-45,867	0,0865	0,206	-1,095	15,850	-2,697	-10,399	36,285	-0,0644	-0,248	0,866	15,850	0,947	12,237	-16,650	0,0226	0,292	-0,397	15,850	1,024	12,064	-16,808	0,0245	0,288	-0,401	15,850	4,607	-4,885	-50,894	0,1100	-0,117	-1,215	15,850	-3,611	-8,341	45,553	-0,0862	-0,199	1,087	15,850	-3,054	10,524	31,730	-0,0729	0,251	0,758	15,850	-2,974	-12,472	39,113	-0,0710	-0,298	0,934	15,850	-3,484	8,796	38,799	-0,0832	0,210	0,926	15,850	1,729	17,954	-23,719	0,0413	0,429	-0,566
