Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14
8,650;-0,107;0,000;0,000;-0,0026;0,000;0,000;8,650;0,033;0,000;0,157;7,8750E-4;0,000;0,004;;;;;;;;8,650;-0,011;0,000;-0,157;-2,6250E-4;0,000;-0,004;8,650;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,650;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,650;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,650;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,650;-0,049;0,016;0,157;-0,0012;3,750E-4;0,004;8,650;0,074;0,000;0,000;0,0018;0,000;0,000;8,650;0,025;-0,016;-0,157;6,0000E-4;-3,750E-4;-0,004;;;;;;;;8,650;0,028;0,000;0,000;6,7500E-4;0,000;0,000;8,650;0,016;0,000;0,000;3,7500E-4;0,000;0,000
8,700;-0,107;0,000;0,000;-0,0026;0,000;0,000;8,700;0,033;0,000;0,000;7,8750E-4;0,000;0,000;;;;;;;;8,700;-0,011;-0,016;-0,157;-2,6250E-4;-3,750E-4;-0,004;8,700;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,700;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,700;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,700;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,700;-0,047;0,016;-0,157;-0,0011;3,750E-4;-0,004;8,700;0,074;0,000;0,000;0,0018;0,000;0,000;8,700;0,024;-0,016;0,157;5,6250E-4;-3,750E-4;0,004;;;;;;;;8,700;0,028;0,000;0,000;6,7500E-4;0,000;0,000;8,700;0,016;0,000;0,000;3,7500E-4;0,000;0,000
8,750;-0,107;0,000;0,000;-0,0026;0,000;0,000;8,750;0,033;0,000;0,000;7,8750E-4;0,000;0,000;;;;;;;;8,750;-0,013;-0,016;0,157;-3,0000E-4;-3,750E-4;0,004;8,750;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,750;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,750;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,750;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,750;-0,047;0,000;-0,157;-0,0011;0,000;-0,004;8,750;0,074;0,000;0,000;0,0018;0,000;0,000;8,750;0,024;0,000;0,157;5,6250E-4;0,000;0,004;;;;;;;;8,750;0,028;0,000;0,000;6,7500E-4;0,000;0,000;8,750;0,016;0,000;-0,157;3,7500E-4;0,000;-0,004
8,800;-0,107;0,000;0,000;-0,0026;0,000;0,000;8,800;0,033;0,000;0,000;7,8750E-4;0,000;0,000;;;;;;;;8,800;-0,013;0,000;0,157;-3,0000E-4;0,000;0,004;8,800;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,800;0,008;0,000;;1,8750E-4;0,000;;8,800;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,800;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,800;-0,047;0,000;0,000;-0,0011;0,000;0,000;8,800;0,074;0,000;0,000;0,0018;0,000;0,000;8,800;0,024;0,000;0,000;5,6250E-4;0,000;0,000;;;;;;;;8,800;0,028;0,000;0,000;6,7500E-4;0,000;0,000;8,800;0,016;-0,016;-0,157;3,7500E-4;-3,750E-4;-0,004
8,850;-0,107;0,000;0,000;-0,0026;0,000;0,000;8,850;0,033;0,000;0,000;7,8750E-4;0,000;0,000;;;;;;;;8,850;-0,013;0,000;0,000;-3,0000E-4;0,000;0,000;8,850;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;;;;;;;;8,850;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,850;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,850;-0,047;0,000;0,000;-0,0011;0,000;0,000;8,850;0,074;0,000;0,000;0,0018;0,000;0,000;8,850;0,024;0,000;0,000;5,6250E-4;0,000;0,000;;;;;;;;8,850;0,028;0,000;0,000;6,7500E-4;0,000;0,000;8,850;0,014;-0,016;0,157;3,3750E-4;-3,750E-4;0,004
8,900;-0,107;0,000;0,000;-0,0026;0,000;0,000;8,900;0,033;0,000;0,000;7,8750E-4;0,000;0,000;;;;;;;;8,900;-0,013;0,000;;-3,0000E-4;0,000;;8,900;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;;;;;;;;8,900;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,900;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,900;-0,047;0,000;0,000;-0,0011;0,000;0,000;8,900;0,074;0,000;0,000;0,0018;0,000;0,000;8,900;0,024;0,000;0,000;5,6250E-4;0,000;0,000;;;;;;;;8,900;0,028;0,000;0,000;6,7500E-4;0,000;0,000;8,900;0,014;0,000;0,157;3,3750E-4;0,000;0,004
8,950;-0,107;0,000;-0,157;-0,0026;0,000;-0,004;8,950;0,033;0,000;-0,157;7,8750E-4;0,000;-0,004;;;;;;;;;;;;;;;8,950;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;;;;;;;;8,950;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,950;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,950;-0,047;0,000;0,000;-0,0011;0,000;0,000;8,950;0,074;0,000;0,000;0,0018;0,000;0,000;8,950;0,024;0,000;-0,157;5,6250E-4;0,000;-0,004;;;;;;;;8,950;0,028;0,000;0,000;6,7500E-4;0,000;0,000;8,950;0,014;0,000;0,000;3,3750E-4;0,000;0,000
9,000;-0,107;-0,016;-0,157;-0,0026;-3,750E-4;-0,004;9,000;0,033;-0,016;-0,157;7,8750E-4;-3,750E-4;-0,004;;;;;;;;;;;;;;;9,000;-0,002;0,000;;-3,7500E-5;0,000;;;;;;;;;9,000;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;9,000;0,014;0,000;0,000;3,3750E-4;0,000;0,000;9,000;-0,047;0,000;0,000;-0,0011;0,000;0,000;9,000;0,074;0,000;0,000;0,0018;0,000;0,000;9,000;0,024;-0,016;-0,157;5,6250E-4;-3,750E-4;-0,004;;;;;;;;9,000;0,028;0,000;0,000;6,7500E-4;0,000;0,000;9,000;0,014;0,000;0,000;3,3750E-4;0,000;0,000
9,050;-0,108;-0,016;0,157;-0,0026;-3,750E-4;0,004;9,050;0,031;-0,016;0,157;7,5000E-4;-3,750E-4;0,004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,050;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;9,050;0,014;0,000;0,000;3,3750E-4;0,000;0,000;9,050;-0,047;0,000;0,000;-0,0011;0,000;0,000;9,050;0,074;0,000;0,000;0,0018;0,000;0,000;9,050;0,022;-0,016;0,157;5,2500E-4;-3,750E-4;0,004;;;;;;;;9,050;0,028;0,000;0,000;6,7500E-4;0,000;0,000;9,050;0,014;0,000;0,000;3,3750E-4;0,000;0,000
9,100;-0,108;0,000;0,157;-0,0026;0,000;0,004;9,100;0,031;0,000;0,157;7,5000E-4;0,000;0,004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,100;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;9,100;0,014;0,000;0,000;3,3750E-4;0,000;0,000;9,100;-0,047;0,000;0,000;-0,0011;0,000;0,000;9,100;0,074;0,000;0,000;0,0018;0,000;0,000;9,100;0,022;0,000;0,157;5,2500E-4;0,000;0,004;;;;;;;;9,100;0,028;0,000;0,000;6,7500E-4;0,000;0,000;9,100;0,014;0,000;0,000;3,3750E-4;0,000;0,000
9,150;-0,108;0,000;0,000;-0,0026;0,000;0,000;9,150;0,031;0,000;0,000;7,5000E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,150;-0,020;0,000;;-4,8750E-4;0,000;;9,150;0,014;0,000;0,000;3,3750E-4;0,000;0,000;9,150;-0,047;0,000;0,000;-0,0011;0,000;0,000;9,150;0,074;0,000;0,000;0,0018;0,000;0,000;9,150;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;9,150;0,028;0,000;0,000;6,7500E-4;0,000;0,000;9,150;0,014;0,000;0,000;3,3750E-4;0,000;0,000
9,200;-0,108;0,000;0,000;-0,0026;0,000;0,000;9,200;0,031;0,000;0,000;7,5000E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,200;0,014;0,000;0,000;3,3750E-4;0,000;0,000;9,200;-0,047;0,000;0,000;-0,0011;0,000;0,000;9,200;0,074;0,000;0,000;0,0018;0,000;0,000;9,200;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;9,200;0,028;0,000;0,000;6,7500E-4;0,000;0,000;9,200;0,014;0,000;0,000;3,3750E-4;0,000;0,000
9,250;-0,108;0,000;0,000;-0,0026;0,000;0,000;9,250;0,031;0,000;0,000;7,5000E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,250;0,014;0,000;0,000;3,3750E-4;0,000;0,000;9,250;-0,047;0,000;0,000;-0,0011;0,000;0,000;9,250;0,074;0,000;0,000;0,0018;0,000;0,000;9,250;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;9,250;0,028;0,000;0,000;6,7500E-4;0,000;0,000;9,250;0,014;0,000;0,000;3,3750E-4;0,000;0,000
9,300;-0,108;0,000;0,000;-0,0026;0,000;0,000;9,300;0,031;0,000;0,000;7,5000E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,300;0,014;0,000;0,000;3,3750E-4;0,000;0,000;9,300;-0,047;0,000;0,000;-0,0011;0,000;0,000;9,300;0,074;0,000;0,000;0,0018;0,000;0,000;9,300;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;9,300;0,028;0,000;-0,157;6,7500E-4;0,000;-0,004;9,300;0,014;0,000;0,000;3,3750E-4;0,000;0,000
9,350;-0,108;0,000;0,000;-0,0026;0,000;0,000;9,350;0,031;0,000;0,000;7,5000E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,350;0,014;0,000;0,000;3,3750E-4;0,000;0,000;9,350;-0,047;0,000;0,000;-0,0011;0,000;0,000;9,350;0,074;0,000;0,000;0,0018;0,000;0,000;9,350;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;9,350;0,028;-0,016;;6,7500E-4;-3,750E-4;;9,350;0,014;0,000;0,000;3,3750E-4;0,000;0,000
9,400;-0,108;0,000;;-0,0026;0,000;;9,400;0,031;0,000;;7,5000E-4;0,000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,400;0,014;0,000;0,000;3,3750E-4;0,000;0,000;9,400;-0,047;0,000;0,000;-0,0011;0,000;0,000;9,400;0,074;0,000;0,000;0,0018;0,000;0,000;9,400;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;9,400;0,014;0,000;;3,3750E-4;0,000;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,450;0,014;0,000;0,000;3,3750E-4;0,000;0,000;9,450;-0,047;0,000;0,000;-0,0011;0,000;0,000;9,450;0,074;0,000;0,000;0,0018;0,000;0,000;9,450;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,500;0,014;0,000;0,000;3,3750E-4;0,000;0,000;9,500;-0,047;0,000;0,000;-0,0011;0,000;0,000;9,500;0,074;0,000;0,000;0,0018;0,000;0,000;9,500;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,550;0,014;0,000;0,000;3,3750E-4;0,000;0,000;9,550;-0,047;0,000;0,000;-0,0011;0,000;0,000;9,550;0,074;0,000;0,000;0,0018;0,000;0,000;9,550;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,600;0,014;0,000;0,000;3,3750E-4;0,000;0,000;9,600;-0,047;0,000;0,000;-0,0011;0,000;0,000;9,600;0,074;0,000;0,000;0,0018;0,000;0,000;9,600;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,650;0,014;0,000;0,000;3,3750E-4;0,000;0,000;9,650;-0,047;0,000;0,000;-0,0011;0,000;0,000;9,650;0,074;0,000;;0,0018;0,000;;9,650;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,700;0,014;0,000;;3,3750E-4;0,000;;9,700;-0,047;0,000;0,000;-0,0011;0,000;0,000;;;;;;;;9,700;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,750;-0,047;0,000;0,000;-0,0011;0,000;0,000;;;;;;;;9,750;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,800;-0,047;0,000;0,000;-0,0011;0,000;0,000;;;;;;;;9,800;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,850;-0,047;0,000;0,000;-0,0011;0,000;0,000;;;;;;;;9,850;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,900;-0,047;0,000;0,000;-0,0011;0,000;0,000;;;;;;;;9,900;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,950;-0,047;0,000;0,000;-0,0011;0,000;0,000;;;;;;;;9,950;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,000;-0,047;0,000;0,000;-0,0011;0,000;0,000;;;;;;;;10,000;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,050;-0,047;0,000;0,000;-0,0011;0,000;0,000;;;;;;;;10,050;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,100;-0,047;0,000;0,000;-0,0011;0,000;0,000;;;;;;;;10,100;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,150;-0,047;0,000;;-0,0011;0,000;;;;;;;;;10,150;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,200;0,022;0,000;0,000;5,2500E-4;0,000;0,000;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,250;0,022;0,000;;5,2500E-4;0,000;;;;;;;;;;;;;;;;;;;;;;
