Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5
Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90,970;-2,069;-0,079;-3,927;-0,0493875;-0,002;-0,094;2,1;2,1138458
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90,980;-2,070;-0,079;3,927;-0,0494250;-0,002;0,094;2,1;2,0923309
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90,990;-2,070;0,000;3,927;-0,0494250;0,000;0,094;2,0;2,0412140
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,000;-2,070;0,000;0,000;-0,0494250;0,000;0,000;2,0;2,0460968
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,010;-2,070;0,000;-3,927;-0,0494250;0,000;-0,094;2,0;2,0415192
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,020;-2,070;-0,079;-3,927;-0,0494250;-0,002;-0,094;2,0;2,0042877
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,030;-2,072;-0,079;3,927;-0,0494625;-0,002;0,094;2,0;1,9898376
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,040;-2,072;0,000;3,927;-0,0494625;0,000;0,094;2,0;1,9928894
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,050;-2,072;0,000;0,000;-0,0494625;0,000;0,000;2,0;1,9553528
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,060;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,9457855
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,070;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,9426422
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,080;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,9082642
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,090;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,8915710
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,100;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,8807373
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,110;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,8654327
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,120;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,8618164
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,130;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,8558655
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,140;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,8637543
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,150;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,8695984
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,160;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,8733673
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,170;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,8675690
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,180;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,8772278
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,190;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,8750916
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,200;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,8719482
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,210;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,8615112
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,220;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,9;1,8587646
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,230;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,8;1,8215942
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,240;-2,072;0,000;0,000;-0,0494625;0,000;0,000;1,8;1,7991638
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,250;-2,072;0,000;-3,927;-0,0494625;0,000;-0,094;1,8;1,7844543
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,260;-2,072;-0,079;-3,927;-0,0494625;-0,002;-0,094;1,7;1,7353210
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,270;-2,073;-0,079;3,927;-0,0495000;-0,002;0,094;1,7;1,6928101
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,280;-2,073;0,000;3,927;-0,0495000;0,000;0,094;1,7;1,6688385
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,290;-2,073;0,000;0,000;-0,0495000;0,000;0,000;1,6;1,6268311
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,300;-2,073;0,000;0,000;-0,0495000;0,000;0,000;1,6;1,5971222
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,310;-2,073;0,000;0,000;-0,0495000;0,000;0,000;1,6;1,6007385
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,320;-2,073;0,000;-3,927;-0,0495000;0,000;-0,094;1,6;1,5713959
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,330;-2,073;-0,079;-3,927;-0,0495000;-0,002;-0,094;1,6;1,5595398
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,340;-2,075;-0,079;3,927;-0,0495375;-0,002;0,094;1,6;1,5587769
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,350;-2,075;0,000;3,927;-0,0495375;0,000;0,094;1,5;1,5458679
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,360;-2,075;0,000;0,000;-0,0495375;0,000;0,000;1,5;1,5439758
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,370;-2,075;0,000;0,000;-0,0495375;0,000;0,000;1,5;1,5413361
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,380;-2,075;0,000;0,000;-0,0495375;0,000;0,000;1,5;1,5478516
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,390;-2,075;0,000;0,000;-0,0495375;0,000;0,000;1,6;1,5515137
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,400;-2,075;0,000;0,000;-0,0495375;0,000;0,000;1,5;1,5327911
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,410;-2,075;0,000;0,000;-0,0495375;0,000;0,000;1,5;1,5332031
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,420;-2,075;0,000;0,000;-0,0495375;0,000;0,000;1,5;1,5267944
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,430;-2,075;0,000;0,000;-0,0495375;0,000;0,000;1,5;1,5138245
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,440;-2,075;0,000;0,000;-0,0495375;0,000;0,000;1,5;1,5173798
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,450;-2,075;0,000;0,000;-0,0495375;0,000;0,000;1,5;1,4871674
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,460;-2,075;0,000;0,000;-0,0495375;0,000;0,000;1,5;1,4562988
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,470;-2,075;0,000;0,000;-0,0495375;0,000;0,000;1,4;1,4375763
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,480;-2,075;0,000;-3,927;-0,0495375;0,000;-0,094;1,4;1,3893127
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,490;-2,075;-0,079;-3,927;-0,0495375;-0,002;-0,094;1,4;1,3583832
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,500;-2,077;-0,079;3,927;-0,0495750;-0,002;0,094;1,3;1,3435822
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,510;-2,077;0,000;3,927;-0,0495750;0,000;0,094;1,3;1,3277588
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,520;-2,077;0,000;0,000;-0,0495750;0,000;0,000;1,3;1,3313751
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,530;-2,077;0,000;0,000;-0,0495750;0,000;0,000;1,3;1,3225708
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,540;-2,077;0,000;0,000;-0,0495750;0,000;0,000;1,3;1,3123474
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,550;-2,077;0,000;0,000;-0,0495750;0,000;0,000;1,3;1,3088989
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,560;-2,077;0,000;0,000;-0,0495750;0,000;0,000;1,3;1,2940979
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,570;-2,077;0,000;0,000;-0,0495750;0,000;0,000;1,3;1,2654114
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,580;-2,077;0,000;-3,927;-0,0495750;0,000;-0,094;1,3;1,2515259
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,590;-2,077;-0,079;-3,927;-0,0495750;-0,002;-0,094;1,2;1,1958313
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,600;-2,078;-0,079;-5,580E-12;-0,0496125;-0,002;-1,332E-13;1,2;1,1667328
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,610;-2,078;-0,079;-5,580E-12;-0,0496125;-0,002;-1,332E-13;1,1;1,1012268
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,620;-2,080;-0,079;3,927;-0,0496500;-0,002;0,094;1,0;1,0488892
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,630;-2,080;0,000;3,927;-0,0496500;0,000;0,094;1,0;1,0482788
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,640;-2,080;0,000;0,000;-0,0496500;0,000;0,000;1,0;1,0449677
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,650;-2,080;0,000;0,000;-0,0496500;0,000;0,000;1,0;1,0489807
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,660;-2,080;0,000;0,000;-0,0496500;0,000;0,000;1,1;1,0505066
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,670;-2,080;0,000;0,000;-0,0496500;0,000;0,000;1,0;1,0370789
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,680;-2,080;0,000;0,000;-0,0496500;0,000;0,000;1,0;1,0388641
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,690;-2,080;0,000;0,000;-0,0496500;0,000;0,000;1,0;1,0313416
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,700;-2,080;0,000;0,000;-0,0496500;0,000;0,000;1,0;1,0372925
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,710;-2,080;0,000;0,000;-0,0496500;0,000;0,000;1,0;1,0391693
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,720;-2,080;0,000;0,000;-0,0496500;0,000;0,000;1,0;1,0309753
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,730;-2,080;0,000;0,000;-0,0496500;0,000;0,000;1,0;1,0284882
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,740;-2,080;0,000;0,000;-0,0496500;0,000;0,000;1,0;1,0184631
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,750;-2,080;0,000;-3,927;-0,0496500;0,000;-0,094;1,0;0,9990387
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,760;-2,080;-0,079;-3,927;-0,0496500;-0,002;-0,094;1,0;0,9687195
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,770;-2,081;-0,079;3,927;-0,0496875;-0,002;0,094;1,0;0,9572296
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,780;-2,081;0,000;3,927;-0,0496875;0,000;0,094;1,0;0,9538727
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,790;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;0,9595642
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,800;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;0,9745789
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,810;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;0,9845886
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,820;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;0,9950104
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,830;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;0,9922180
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,840;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;0,9993439
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,850;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;1,0059509
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,860;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;0,9990387
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,870;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;1,0114441
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,880;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;1,0127258
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,890;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;1,0283813
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,900;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;1,0372314
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,910;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,1;1,0504150
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,920;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,1;1,0509644
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,930;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;1,0466919
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,940;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;1,0230408
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,950;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;1,0173035
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,960;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;1,0094147
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,970;-2,081;0,000;0,000;-0,0496875;0,000;0,000;1,0;0,9815979
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,980;-2,081;0,000;-3,927;-0,0496875;0,000;-0,094;1,0;0,9679565
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,990;-2,081;-0,079;-3,927;-0,0496875;-0,002;-0,094;0,9;0,9324493
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,000;-2,083;-0,079;3,927;-0,0497250;-0,002;0,094;0,9;0,8932495
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,010;-2,083;0,000;3,927;-0,0497250;0,000;0,094;0,9;0,8895874
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,020;-2,083;0,000;0,000;-0,0497250;0,000;0,000;0,9;0,8642578
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,030;-2,083;0,000;0,000;-0,0497250;0,000;0,000;0,9;0,8531036
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,040;-2,083;0,000;-3,927;-0,0497250;0,000;-0,094;0,8;0,8459930
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,050;-2,083;-0,079;-3,927;-0,0497250;-0,002;-0,094;0,8;0,8320618
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,060;-2,084;-0,079;3,927;-0,0497625;-0,002;0,094;0,8;0,8154297
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,070;-2,084;0,000;3,927;-0,0497625;0,000;0,094;0,8;0,8140564
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,080;-2,084;0,000;0,000;-0,0497625;0,000;0,000;0,8;0,8127747
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,090;-2,084;0,000;0,000;-0,0497625;0,000;0,000;0,8;0,8063660
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,100;-2,084;0,000;0,000;-0,0497625;0,000;0,000;0,8;0,8023529
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,110;-2,084;0,000;-3,927;-0,0497625;0,000;-0,094;0,8;0,7916718
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,120;-2,084;-0,079;-3,927;-0,0497625;-0,002;-0,094;0,8;0,7888794
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,130;-2,086;-0,079;3,927;-0,0498000;-0,002;0,094;0,8;0,7742767
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,140;-2,086;0,000;3,927;-0,0498000;0,000;0,094;0,8;0,7664490
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,150;-2,086;0,000;0,000;-0,0498000;0,000;0,000;0,8;0,7730103
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,160;-2,086;0,000;0,000;-0,0498000;0,000;0,000;0,8;0,7620239
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,170;-2,086;0,000;0,000;-0,0498000;0,000;0,000;0,8;0,7565765
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,180;-2,086;0,000;0,000;-0,0498000;0,000;0,000;0,8;0,7509308
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,190;-2,086;0,000;-3,927;-0,0498000;0,000;-0,094;0,7;0,7470093
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,200;-2,086;-0,079;-3,927;-0,0498000;-0,002;-0,094;0,7;0,7491455
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,210;-2,088;-0,079;3,927;-0,0498375;-0,002;0,094;0,7;0,7388306
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,220;-2,088;0,000;3,927;-0,0498375;0,000;0,094;0,7;0,7386169
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,230;-2,088;0,000;0,000;-0,0498375;0,000;0,000;0,7;0,7329712
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,240;-2,088;0,000;0,000;-0,0498375;0,000;0,000;0,7;0,7319031
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,250;-2,088;0,000;-3,927;-0,0498375;0,000;-0,094;0,7;0,7341919
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,260;-2,088;-0,079;-3,927;-0,0498375;-0,002;-0,094;0,7;0,7286530
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,270;-2,089;-0,079;3,927;-0,0498750;-0,002;0,094;0,7;0,7333832
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,280;-2,089;0,000;3,927;-0,0498750;0,000;0,094;0,7;0,7287598
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,290;-2,089;0,000;0,000;-0,0498750;0,000;0,000;0,7;0,7255554
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,300;-2,089;0,000;0,000;-0,0498750;0,000;0,000;0,7;0,7256470
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,310;-2,089;0,000;0,000;-0,0498750;0,000;0,000;0,7;0,7271271
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,320;-2,089;0,000;0,000;-0,0498750;0,000;0,000;0,7;0,7298737
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,330;-2,089;0,000;0,000;-0,0498750;0,000;0,000;0,7;0,7208252
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,340;-2,089;0,000;0,000;-0,0498750;0,000;0,000;0,7;0,7235718
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,350;-2,089;0,000;0,000;-0,0498750;0,000;0,000;0,7;0,7233582
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,360;-2,089;0,000;0,000;-0,0498750;0,000;0,000;0,7;0,7216797
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,370;-2,089;0,000;0,000;-0,0498750;0,000;0,000;0,7;0,7232056
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,380;-2,089;0,000;0,000;-0,0498750;0,000;0,000;0,7;0,7159424
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,390;-2,089;0,000;0,000;-0,0498750;0,000;0,000;0,7;0,7121735
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,400;-2,089;0,000;0,000;-0,0498750;0,000;0,000;0,7;0,7124329
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,410;-2,089;0,000;0,000;-0,0498750;0,000;0,000;0,7;0,7135468
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,420;-2,089;0,000;0,000;-0,0498750;0,000;0,000;0,7;0,7153320
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,430;-2,089;0,000;-3,927;-0,0498750;0,000;-0,094;0,7;0,7075958
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,440;-2,089;-0,079;-3,927;-0,0498750;-0,002;-0,094;0,7;0,7090759
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,450;-2,091;-0,079;3,927;-0,0499125;-0,002;0,094;0,7;0,7056122
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,460;-2,091;0,000;3,927;-0,0499125;0,000;0,094;0,7;0,7074890
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,470;-2,091;0,000;0,000;-0,0499125;0,000;0,000;0,7;0,7114563
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,480;-2,091;0,000;0,000;-0,0499125;0,000;0,000;0,7;0,7040863
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,490;-2,091;0,000;0,000;-0,0499125;0,000;0,000;0,7;0,7033234
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,500;-2,091;0,000;0,000;-0,0499125;0,000;0,000;0,7;0,7093201
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,510;-2,091;0,000;0,000;-0,0499125;0,000;0,000;0,7;0,7065277
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,520;-2,091;0,000;0,000;-0,0499125;0,000;0,000;0,7;0,7062225
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,530;-2,091;0,000;0,000;-0,0499125;0,000;0,000;0,7;0,7030182
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,540;-2,091;0,000;0,000;-0,0499125;0,000;0,000;0,7;0,7021027
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,550;-2,091;0,000;0,000;-0,0499125;0,000;0,000;0,7;0,7009277
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,560;-2,091;0,000;0,000;-0,0499125;0,000;0,000;0,7;0,7026672
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,570;-2,091;0,000;-3,927;-0,0499125;0,000;-0,094;0,7;0,7047424
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,580;-2,091;-0,079;-3,927;-0,0499125;-0,002;-0,094;0,7;0,6935120
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,590;-2,092;-0,079;3,927;-0,0499500;-0,002;0,094;0,7;0,7024078
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,600;-2,092;0,000;3,927;-0,0499500;0,000;0,094;0,7;0,6982422
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,610;-2,092;0,000;0,000;-0,0499500;0,000;0,000;0,7;0,6976776
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,620;-2,092;0,000;0,000;-0,0499500;0,000;0,000;0,7;0,6929474
